"PeopleInHousehold","Region","State","MetroAreaCode","Age","Married","Sex","Education","Race","Hispanic","CountryOfBirthCode","Citizenship","EmploymentStatus","Industry"
1,"West","California",41860,61,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
1,"West","California",41860,43,"Never Married","Male","Some college, no degree","White",1,303,"Citizen, Naturalized","Employed","Leisure and hospitality"
2,"West","California",41860,71,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"West","California",41860,73,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
1,"West","California",41740,72,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Financial"
1,"West","California",41740,72,"Divorced","Female","Master's degree","White",0,163,"Citizen, Naturalized","Not in Labor Force",NA
2,"West","California",42220,65,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"West","California",42220,67,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
6,"West","California",37100,45,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Information"
6,"West","California",37100,42,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Information"
6,"West","California",37100,13,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
6,"West","California",37100,15,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"West","California",37100,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"West","California",37100,18,"Never Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
10,"West","California",31100,75,"Married","Male","No high school diploma","White",1,303,"Citizen, Naturalized","Retired",NA
10,"West","California",31100,73,"Married","Female","No high school diploma","White",1,303,"Citizen, Naturalized","Retired",NA
10,"West","California",31100,39,"Married","Female","Bachelor's degree","White",1,57,"Citizen, Native","Employed","Public administration"
10,"West","California",31100,43,"Married","Female","Associate degree","White",1,57,"Citizen, Native","Employed","Educational and health services"
10,"West","California",31100,12,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
10,"West","California",31100,8,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
10,"West","California",31100,19,"Never Married","Female","High school","White",1,57,"Citizen, Native","Not in Labor Force",NA
10,"West","California",31100,20,"Never Married","Male","High school","White",1,57,"Citizen, Native","Not in Labor Force",NA
10,"West","California",31100,22,"Never Married","Female","Some college, no degree","White",1,57,"Citizen, Native","Not in Labor Force",NA
10,"West","California",31100,37,"Married","Male","No high school diploma","White",1,57,"Citizen, Native","Employed","Professional and business services"
3,"West","California",41860,52,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Construction"
3,"West","California",41860,55,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"West","California",41860,23,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
1,"West","California",40140,85,"Widowed","Female","High school","Black",0,57,"Citizen, Native","Retired",NA
2,"West","California",31100,70,"Married","Male","Bachelor's degree","Asian",0,233,"Citizen, Naturalized","Retired",NA
2,"West","California",31100,70,"Married","Female","Bachelor's degree","Asian",0,233,"Citizen, Naturalized","Retired",NA
2,"West","California",40140,64,"Divorced","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"West","California",40140,53,"Never Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
4,"West","California",41740,47,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Financial"
4,"West","California",41740,46,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"West","California",41740,15,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"West","California",41740,17,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"West","California",40900,65,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
3,"West","California",40900,62,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Financial"
3,"West","California",40900,85,"Widowed","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
4,"West","California",31100,39,"Married","Male","High school","White",1,57,"Citizen, Native","Not in Labor Force",NA
4,"West","California",31100,42,"Married","Female","Some college, no degree","White",1,57,"Citizen, Native","Not in Labor Force",NA
4,"West","California",31100,9,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
4,"West","California",31100,17,"Never Married","Female","High school","White",1,57,"Citizen, Native","Not in Labor Force",NA
2,"West","California",41860,62,"Married","Male","Professional degree","White",0,57,"Citizen, Native","Employed","Financial"
2,"West","California",41860,57,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"West","California",31100,51,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Public administration"
2,"West","California",31100,52,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Financial"
8,"West","California",31100,67,"Married","Male","No high school diploma","White",1,303,"Citizen, Naturalized","Employed","Manufacturing"
8,"West","California",31100,65,"Married","Female","No high school diploma","White",1,303,"Citizen, Naturalized","Not in Labor Force",NA
8,"West","California",31100,20,"Never Married","Female","Some college, no degree","White",1,57,"Citizen, Native","Not in Labor Force",NA
8,"West","California",31100,27,"Widowed","Female","High school","White",1,57,"Citizen, Native","Not in Labor Force",NA
8,"West","California",31100,5,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
8,"West","California",31100,7,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
8,"West","California",31100,10,NA,"Female",NA,"White",1,57,"Citizen, Native",NA,NA
8,"West","California",31100,14,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
3,"West","California",31100,20,"Never Married","Female","High school","White",1,57,"Citizen, Native","Not in Labor Force",NA
3,"West","California",31100,12,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
3,"West","California",31100,44,"Divorced","Female","High school","White",1,57,"Citizen, Native","Employed","Professional and business services"
2,"West","California",31100,70,"Married","Male","Some college, no degree","American Indian",0,57,"Citizen, Native","Employed","Professional and business services"
2,"West","California",31100,63,"Married","Female","High school","American Indian",0,57,"Citizen, Native","Employed","Educational and health services"
2,"West","California",31100,69,"Never Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"West","California",31100,8,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"West","California",31100,47,"Married","Female","Master's degree","White",0,400,"Citizen, Naturalized","Employed","Trade"
2,"West","California",31100,56,"Married","Male","Professional degree","White",0,301,"Citizen, Naturalized","Employed","Manufacturing"
3,"West","California",31100,61,"Separated","Female","Master's degree","Black",0,57,"Citizen, Native","Employed","Educational and health services"
3,"West","California",31100,38,"Never Married","Male","High school","Black",0,57,"Citizen, Native","Employed","Trade"
3,"West","California",31100,43,"Separated","Male","High school","Black",0,57,"Citizen, Native","Unemployed","Other services"
2,"West","California",31100,40,"Never Married","Female","Professional degree","Asian",0,233,"Non-Citizen","Employed","Educational and health services"
2,"West","California",31100,62,"Divorced","Female","Bachelor's degree","Asian",0,233,"Citizen, Naturalized","Retired",NA
3,"West","California",31100,59,"Widowed","Female","Associate degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"West","California",31100,10,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"West","California",31100,32,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"West","California",31100,67,"Never Married","Male","Bachelor's degree","White",1,57,"Citizen, Native","Employed","Information"
3,"West","California",31100,63,"Married","Male","No high school diploma","White",1,303,"Non-Citizen","Employed","Manufacturing"
3,"West","California",31100,63,"Married","Female","Some college, no degree","White",1,303,"Citizen, Naturalized","Employed","Educational and health services"
2,"West","California",41740,46,"Married","Male","Bachelor's degree","Asian",0,57,"Citizen, Native","Employed","Financial"
2,"West","California",41740,34,"Married","Female","High school","Asian",0,57,"Citizen, Native","Employed","Educational and health services"
3,"West","California",40900,42,"Divorced","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
3,"West","California",40900,12,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"West","California",40900,43,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
4,"West","California",40140,49,"Married","Female","High school","White",1,303,"Citizen, Naturalized","Employed","Educational and health services"
4,"West","California",40140,52,"Married","Male","No high school diploma","White",1,303,"Citizen, Naturalized","Employed","Construction"
4,"West","California",40140,22,"Never Married","Female","Some college, no degree","White",1,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"West","California",40140,26,"Never Married","Female","Bachelor's degree","White",1,57,"Citizen, Native","Employed","Trade"
4,"West","California",41860,29,"Never Married","Female","Bachelor's degree","Asian",0,209,"Citizen, Naturalized","Employed","Professional and business services"
4,"West","California",41860,13,NA,"Female",NA,"Asian",0,209,"Citizen, Naturalized",NA,NA
4,"West","California",41860,32,"Never Married","Male","Bachelor's degree","Asian",1,57,"Citizen, Native","Employed","Transportation and utilities"
4,"West","California",41860,32,"Never Married","Male","Some college, no degree","Asian",1,57,"Citizen, Native","Unemployed","Leisure and hospitality"
2,"West","California",23420,66,"Widowed","Female","High school","White",0,57,"Citizen, Native","Employed","Other services"
2,"West","California",23420,1,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"West","California",42220,57,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
3,"West","California",42220,55,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"West","California",42220,15,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"West","California",40140,85,"Widowed","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"West","California",40140,61,"Divorced","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"West","California",40140,25,"Married","Male","Some college, no degree","White",1,57,"Citizen, Native","Employed","Professional and business services"
2,"West","California",40140,31,"Married","Female","High school","White",1,57,"Citizen, Native","Employed","Trade"
3,"West","California",31100,80,"Divorced","Male","High school","White",0,57,"Citizen, Native","Retired",NA
